id,number,name,type,zone,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration,number_of_halts,distance,departure_days,sunday,monday,tuesday,wednesday,thursday,friday,saturday,classes,first_ac,second_ac,third_ac,first_class,sleeper,chair_car,second_sitting,return_train,date_from,date_to
4335,56335,"Punalur Kollam Passenger",Pass,SR,PUU,Punalur,QLN,"Kollam Junction",13:50,15:15,"1h 25m",7,"45 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56334,,
4336,56336,"Kollam Punalur Passenger",Pass,SR,QLN,"Kollam Junction",PUU,Punalur,11:00,12:25,"1h 25m",7,"45 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56337,,
4337,56337,"Punalur Kollam Passenger",Pass,SR,PUU,Punalur,QLN,"Kollam Junction",19:15,20:40,"1h 25m",7,"45 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56338,,
4338,56338,"Kollam Punalur Passenger",Pass,SR,QLN,"Kollam Junction",PUU,Punalur,17:30,18:50,"1h 20m",7,"45 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56337,,
4339,56370,"Ernakulam Guruvayur Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",GUV,Guruvayur,06:00,08:35,"2h 35m",15,"97 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56371,,
4340,56371,"Guruvayur Ernakulam Passenger",Pass,SR,GUV,Guruvayur,ERS,"Ernakulam Junction (South)",06:45,09:20,"2h 35m",15,"97 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56370,,
4341,56373,"Guruvayur Thrissur Passenger",Pass,SR,GUV,Guruvayur,TCR,"Thrissur City",08:55,09:35,"0h 40m",1,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56374,,
4342,56374,"Thrissur Guruvayur Passenger",Pass,SR,TCR,"Thrissur City",GUV,Guruvayur,10:10,10:45,"0h 35m",1,"23 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56373,,
4343,56375,"Guruvayur Ernakulam Passenger",Pass,SR,GUV,Guruvayur,ERS,"Ernakulam Junction (South)",13:20,16:00,"2h 40m",15,"97 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56376,,
4344,56376,"Ernakulam Guruvayur Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",GUV,Guruvayur,20:15,23:15,"3h 0m",15,"97 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56375,,
4345,56377,"Allepey Kayankulam Passenger",Pass,SR,ALLP,Alappuzha,KYJ,"Kayamkulam Junction",05:05,06:15,"1h 10m",5,"44 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56378,,
4346,56378,"Kayankulam Alappuzha Passenger",Pass,SR,KYJ,"Kayamkulam Junction",ALLP,Alappuzha,21:40,22:40,"1h 0m",2,"44 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56377,,
4347,56379,"Ernakulam Alappuzha Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",ALLP,Alappuzha,07:30,09:30,"2h 0m",11,"57 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4348,56380,"Kayankulam Ernakulam Passenger",Pass,SR,KYJ,"Kayamkulam Junction",ERS,"Ernakulam Junction (South)",08:35,11:40,"3h 5m",17,"101 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56381,,
4349,56381,"Ernakulam Kayankulam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",KYJ,"Kayamkulam Junction",10:00,12:20,"2h 20m",7,"101 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56380,,
4350,56382,"Kayankulam Ernakulam Passenger",Pass,SR,KYJ,"Kayamkulam Junction",ERS,"Ernakulam Junction (South)",13:00,15:25,"2h 25m",8,"101 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56381,,
4351,56383,"Ernakulam Kayankulam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",KYJ,"Kayamkulam Junction",18:00,21:15,"3h 15m",17,"101 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56382,,
4352,56384,"Alappuzha Ernakulam Passenger",Pass,SR,ALLP,Alappuzha,ERS,"Ernakulam Junction (South)",17:45,19:30,"1h 45m",11,"57 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4353,56385,"Ernakulam Kottayam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",KTYM,Kottayam,07:30,09:25,"1h 55m",10,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56386,,
4354,56386,"Kottayam Ernakulam Passenger",Pass,SR,KTYM,Kottayam,ERS,"Ernakulam Junction (South)",05:25,07:05,"1h 40m",7,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56385,,
4355,56387,"Ernakulam Kayamkulam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",KYJ,"Kayamkulam Junction",11:45,14:55,"3h 10m",11,"115 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,344SR,,
4356,56389,"Ernakulam Kottayam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",KTYM,Kottayam,20:05,22:00,"1h 55m",8,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56390,,
4357,56390,"Kottayam Ernakulam Passenger",Pass,SR,KTYM,Kottayam,ERS,"Ernakulam Junction (South)",17:15,18:55,"1h 40m",7,"60 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56389,,
4358,56391,"Ernakulam Kollam Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",QLN,"Kollam Junction",18:05,22:35,"4h 30m",23,"156 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56392,,
4359,56392,"Kollam Ernakulam Passenger",Pass,SR,QLN,"Kollam Junction",ERS,"Ernakulam Junction (South)",04:20,08:40,"4h 20m",23,"156 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56391,,
4360,56393,"Kottayam Kollam Passenger",Pass,SR,KTYM,Kottayam,QLN,"Kollam Junction",17:45,20:15,"2h 30m",12,"96 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56394,,
4361,56394,"Kollam Kottayam Passenger",Pass,SR,QLN,"Kollam Junction",KTYM,Kottayam,07:55,10:50,"2h 55m",12,"96 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56393,,
4362,56501,"Vijayawada Hubli Passenger",Pass,SWR,BZA,"Vijayawada Junction",UBL,"Hubli Junction",07:10,04:30,"21h 20m",63,"693 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56502,,
4363,56502,"Hubli Vijayawada Passenger",Pass,SWR,UBL,"Hubli Junction",BZA,"Vijayawada Junction",23:30,18:30,"19h 0m",61,"693 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56501,,
4364,56503,"Yesvantapur-Vijayawada Passenger",Pass,SWR,YPR,"Bangalore Yesvantpur Junction",BZA,"Vijayawada Junction",08:00,05:40,"21h 40m",66,"739 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56504,,
4365,56504,"Vijayawada Yesvantapur Passenger",Pass,SWR,BZA,"Vijayawada Junction",YPR,"Bangalore Yesvantpur Junction",20:50,17:10,"20h 20m",67,"739 km",SMTWTFS,1,1,1,1,1,1,1,SL,0,0,0,0,1,0,0,56503,,
4366,56505,"Bangarpet Marikuppam Passenger",Pass,SWR,BWT,"Bangarapet Junction",MKM,Marikuppam,13:00,13:35,"0h 35m",4,"16 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56506,,
4367,56506,"Marikuppam Bangarapet Passenger",Pass,SWR,MKM,Marikuppam,BWT,"Bangarapet Junction",09:50,10:25,"0h 35m",4,"16 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56505,,
4368,56507,"Swarna passenger Marikuppam Bangalore",Pass,SWR,MKM,Marikuppam,SBC,"Bangalore City Junction",06:20,09:15,"2h 55m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56508,,
4369,56508,"Bangalore-Marikuppam Swarna Pass.",Pass,SWR,SBC,"Bangalore City Junction",MKM,Marikuppam,18:05,20:35,"2h 30m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56507,,
4370,56509,"Marikuppam Bangalore Passenger",Pass,SWR,MKM,Marikuppam,SBC,"Bangalore City Junction",14:00,17:00,"3h 0m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56508,,
4371,56510,"Bangalore Marikuppam passenger",Pass,SWR,SBC,"Bangalore City Junction",MKM,Marikuppam,07:00,09:35,"2h 35m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56509,,
4372,56511,"Bangarpet Marikuppam Passenger",Pass,SWR,BWT,"Bangarapet Junction",MKM,Marikuppam,05:30,06:05,"0h 35m",4,"16 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56512,,
4373,56512,"Marikuppam Bangarpet passenger",Pass,SWR,MKM,Marikuppam,BWT,"Bangarapet Junction",20:50,21:25,"0h 35m",4,"16 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56511,,
4374,56513,"Salem Bangalore passenger",Pass,SWR,SA,"Salem Junction",SBC,"Bangalore City Junction",13:30,19:00,"5h 30m",19,"218 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56514,,
4375,56514,"Bangalore Salem Passenger",Pass,SWR,SBC,"Bangalore City Junction",SA,"Salem Junction",07:15,12:50,"5h 35m",19,"218 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56513,,
4376,56515,"Bangalore Hubli Passenger",Pass,SWR,SBC,"Bangalore City Junction",UBL,"Hubli Junction",07:50,20:20,"12h 30m",61,"471 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56516,,
4377,56516,"Hubli bangalore passenger",Pass,SWR,UBL,"Hubli Junction",SBC,"Bangalore City Junction",07:15,20:00,"12h 45m",61,"471 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56515,,
4378,56517,"Chitradurga Harihar Passenger",Pass,SWR,CTA,Chitradurg,HRR,Harihar,17:45,20:15,"2h 30m",11,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56518,,
4379,56518,"Harihar Chitradurga Passenger",Pass,SWR,HRR,Harihar,CTA,Chitradurg,07:10,09:40,"2h 30m",11,"91 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56517,,
4380,56519,"Bangalore Chitradurga Passenger",Pass,SWR,JRU,"Chikjajur Junction",CTA,Chitradurg,15:25,16:30,"1h 5m",4,"33 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56520,,
4381,56520,"Chitradura Bangalore Passenger",Pass,SWR,CTA,Chitradurg,JRU,"Chikjajur Junction",10:40,11:35,"0h 55m",4,"33 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56519,,
4382,56523,"Bangalore Hindupur Passenger",Pass,SWR,SBC,"Bangalore City Junction",HUP,Hindupur,18:40,21:35,"2h 55m",13,"101 km",-MTWTFS,0,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56524,,
4383,56524,"Hindupur Bangalore Passenger",Pass,SWR,HUP,Hindupur,SBC,"Bangalore City Junction",06:30,09:25,"2h 55m",14,"88 km",-MTWTFS,0,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56523,,
4384,56525,"Bangalore Chik ballapur Passenger",Pass,SWR,SBC,"Bangalore City Junction",CBP,"Chik Ballapur",18:00,19:50,"1h 50m",10,"64 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56526,,
4385,56526,"Chik Ballapur Bangalore Passenger",Pass,SWR,CBP,"Chik Ballapur",SBC,"Bangalore City Junction",07:55,09:45,"1h 50m",10,"64 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56525,,
4386,56527,"Kanyakumari Nagercoil Passenger",Pass,SWR,CAPE,Kanniyakumari,NCJ,"Nagercoil Junction",20:40,21:00,"0h 20m",0,"15 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56528,,
4387,56528,"Nagercoil Kanyakumari Passenger",Pass,SWR,NCJ,"Nagercoil Junction",CAPE,Kanniyakumari,09:10,09:35,"0h 25m",1,"15 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56527,,
4388,56600,"Kozhikode Shoranur Passenger",Pass,SR,CLT,"Kozhikode Main",SRR,"Shoranur Junction",05:20,07:35,"2h 15m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56601,,
4389,56601,"Shoranur Kozhikode Passenger",Pass,SR,SRR,"Shoranur Junction",CLT,"Kozhikode Main",17:45,20:00,"2h 15m",14,"86 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56600,,
4390,56602,"Kannur Shoranur Passenger",Pass,SR,CAN,"Kannur Main",SRR,"Shoranur Junction",14:50,20:35,"5h 45m",33,"175 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4391,56603,"Thrissur Kannur Passenger",Pass,SR,TCR,"Thrissur City",CAN,"Kannur Main",05:55,12:20,"6h 25m",39,"208 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4392,56604,"Shoranur Coimbatore Passenger",Pass,SR,SRR,"Shoranur Junction",CBE,"Coimbatore Main Junction",08:00,10:45,"2h 45m",12,"101 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4393,56605,"Coimbatore Thrissur Passenger",Pass,SR,CBE,"Coimbatore Main Junction",TCR,"Thrissur City",16:40,20:45,"4h 5m",18,"134 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4394,56606,"Ernakulam Shoranur Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",SRR,"Shoranur Junction",07:30,10:55,"3h 25m",20,"107 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56607,,
4395,56607,"Shoranur Ernakulam Passenger",Pass,SR,SRR,"Shoranur Junction",ERS,"Ernakulam Junction (South)",04:50,08:00,"3h 10m",20,"107 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56606,,
4396,56608,"Ernakulam Shoranur Passenger",Pass,SR,ERS,"Ernakulam Junction (South)",SRR,"Shoranur Junction",17:30,21:15,"3h 45m",20,"107 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56607,,
4397,56609,"Shoranur Ernakulam Passenger",Pass,SR,SRR,"Shoranur Junction",ERS,"Ernakulam Junction (South)",17:00,20:00,"3h 0m",20,"107 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56608,,
4398,56610,"Nilambur Palakkad Passenger",Pass,SR,NIL,"Nilambur Road",PGT,"Palakkad Junction",17:10,21:15,"4h 5m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56611,,
4399,56611,"Palakkad Nilambur Passenger",Pass,SR,PGT,"Palakkad Junction",NIL,"Nilambur Road",05:50,08:45,"2h 55m",17,"112 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56610,,
4400,56612,"Nilambur Shoranur Passenger",Pass,SR,NIL,"Nilambur Road",SRR,"Shoranur Junction",06:45,08:35,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56613,,
4401,56613,"Shoranur Nilambur Fast Passenger",Pass,SR,SRR,"Shoranur Junction",NIL,"Nilambur Road",09:20,11:05,"1h 45m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56612,,
4402,56614,"Nilambur Road Shoranur Passenger",Pass,SR,NIL,"Nilambur Road",SRR,"Shoranur Junction",09:05,10:55,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56613,,
4403,56615,"Shoranur Nilambur Passenger",Pass,SR,SRR,"Shoranur Junction",NIL,"Nilambur Road",12:05,13:50,"1h 45m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56614,,
4404,56616,"Nilambur Shoranur Fast Passenger",Pass,SR,NIL,"Nilambur Road",SRR,"Shoranur Junction",11:50,13:40,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56617,,
4405,56617,"Shoranur Nilambur Passenger",Pass,SR,SRR,"Shoranur Junction",NIL,"Nilambur Road",14:40,16:25,"1h 45m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56616,,
4406,56618,"Nilambur Shoranur Passenger",Pass,SR,NIL,"Nilambur Road",SRR,"Shoranur Junction",14:25,16:15,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56617,,
4407,56619,"Shoranur Nilambur Passenger",Pass,SR,SRR,"Shoranur Junction",NIL,"Nilambur Road",17:15,19:05,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56618,,
4408,56620,"Nilambur Road Shoranur Pass",Pass,SR,NIL,"Nilambur Road",SRR,"Shoranur Junction",19:30,21:20,"1h 50m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56619,,
4409,56621,"Shoranur Nilambur Road Pass",Pass,SR,SRR,"Shoranur Junction",NIL,"Nilambur Road",19:45,21:30,"1h 45m",10,"67 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56620,,
4410,56640,"Mangalore-Verna Passenger",Pass,KR,MAQ,"Mangalore Central",VEN,Verna,06:20,13:20,"7h 0m",27,"454 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,56641,,
4411,56641,"Verna Mangalore Passenger",Pass,SR,VEN,Verna,MAQ,"Mangalore Central",13:55,20:55,"7h 0m",27,"454 km",SMTWTFS,1,1,1,1,1,1,1,2S,0,0,0,0,0,0,1,56640,,
4412,56642,"Kabakaputtur Mangalore Passenger",Pass,SR,KBPR,Kabakaputtur,MAQ,"Mangalore Central",07:40,09:15,"1h 35m",2,"49 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56643,,
4413,56643,"Kabakaputtur Passenger",Pass,SR,MAQ,"Mangalore Central",KBPR,Kabakaputtur,06:00,07:20,"1h 20m",2,"49 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56644,,
4414,56644,"Kabakaputtur Mangalore Passenger",Pass,SR,KBPR,Kabakaputtur,MAQ,"Mangalore Central",19:55,21:30,"1h 35m",2,"49 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56643,,
4415,56645,"Kabakaputtur Passenger",Pass,SR,MAQ,"Mangalore Central",KBPR,Kabakaputtur,18:20,19:40,"1h 20m",2,"49 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56644,,
4416,56646,"Subramanya Road Mangalore Passenger",Pass,SR,SBHR,"Subrahmanya Road",MAQ,"Mangalore Central",13:25,15:55,"2h 30m",8,"92 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56647,,
4417,56647,"Subrahmanya Road Passenger",Pass,SR,MAQ,"Mangalore Central",SBHR,"Subrahmanya Road",10:15,12:30,"2h 15m",8,"92 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56646,,
4418,56650,"Kannur Coimbatore Fast Passenger",Pass,SR,CAN,"Kannur Main",CBE,"Coimbatore Main Junction",05:45,13:25,"7h 40m",38,"276 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56651,,
4419,56651,"Coimbatore Kannur Fast Passenger",Pass,SR,CBE,"Coimbatore Main Junction",CAN,"Kannur Main",14:00,21:15,"7h 15m",38,"274 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56650,,
4420,56652,"Kannur Kozhikkode Passenger",Pass,SR,CAN,"Kannur Main",CLT,"Kozhikode Main",17:30,19:55,"2h 25m",18,"89 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56653,,
4421,56653,"Kozhikode Kannur Passenger",Pass,SR,CLT,"Kozhikode Main",CAN,"Kannur Main",07:00,09:25,"2h 25m",18,"89 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56652,,
4422,56654,"Kozhikode Passenger",Pass,SR,MAQ,"Mangalore Central",CLT,"Kozhikode Main",05:25,11:05,"5h 40m",36,"221 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4423,56655,"Kannur Mangalore Passenger",Pass,SR,CAN,"Kannur Main",MAQ,"Mangalore Central",07:20,10:45,"3h 25m",19,"132 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56656,,
4424,56656,"Kannur Passenger",Pass,SR,MAQ,"Mangalore Central",CAN,"Kannur Main",16:35,20:35,"4h 0m",20,"132 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56655,,
4425,56657,"Calicut Kannur Passenger",Pass,SR,CLT,"Kozhikode Main",CAN,"Kannur Main",14:20,16:40,"2h 20m",18,"89 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4426,56659,"Kannur Charvattur Passenger",Pass,SR,CAN,"Kannur Main",CHV,Cheruvathur,17:20,18:30,"1h 10m",9,"49 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4427,56661,"Charvattur Mangalore Passenger",Pass,SR,CHV,Cheruvathur,MAQ,"Mangalore Central",06:30,08:35,"2h 5m",10,"83 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,,,
4428,56700,"Madurai-Kollam Passenger",Pass,SR,MDU,"Madurai Junction",QLN,"Kollam Junction",22:50,09:05,"10h 15m",35,"366 km",SMTWTFS,1,1,1,1,1,1,1,"SL FC",0,0,0,1,1,0,0,56701,,
4429,56701,"Madurai Passenger",Pass,SR,QLN,"Kollam Junction",MDU,"Madurai Junction",18:10,05:40,"11h 30m",38,"366 km",SMTWTFS,1,1,1,1,1,1,1,"SL FC",0,0,0,1,1,0,0,56700,,
4430,56703,"Tiruchchirapalli Dindigul Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",DG,"Dindigul Junction",18:00,20:25,"2h 25m",10,"170 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56704,,
4431,56704,"Dindigul Tiruchchirapalli Passenger",Pass,SR,DG,"Dindigul Junction",TPJ,"Tiruchirappalli Junction",06:15,08:30,"2h 15m",10,"170 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56703,,
4432,56705,"Villupuram Madurai Passenger",Pass,SR,VM,"Villupuram Junction",MDU,"Madurai Junction",14:50,00:35,"9h 45m",42,"334 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56706,,
4433,56706,"Madurai Villupuram Passenger",Pass,SR,MDU,"Madurai Junction",VM,"Villupuram Junction",00:45,12:15,"11h 30m",42,"337 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56705,,
4434,56707,"Dindigul Madurai Passenger",Pass,SR,DG,"Dindigul Junction",MDU,"Madurai Junction",07:55,09:10,"1h 15m",7,"62 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56708,,
4435,56708,"Madurai Dindigul Passenger",Pass,SR,MDU,"Madurai Junction",DG,"Dindigul Junction",18:10,19:40,"1h 30m",7,"62 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56709,,
4436,56709,"Dindigul Madurai Passenger",Pass,SR,DG,"Dindigul Junction",MDU,"Madurai Junction",18:00,19:35,"1h 35m",6,"62 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56708,,
4437,56710,"Madurai Dindigul Passenger",Pass,SR,MDU,"Madurai Junction",DG,"Dindigul Junction",07:45,09:15,"1h 30m",6,"62 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56709,,
4438,56711,"Nagore Trichy Passenger",Pass,SR,NCR,Nagore,TPJ,"Tiruchirappalli Junction",12:40,17:20,"4h 40m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56712,,
4439,56712,"Trichy Nagore Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",NCR,Nagore,10:05,14:15,"4h 10m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56711,,
4440,56713,"Nagore Trichy Passenger",Pass,SR,NCR,Nagore,TPJ,"Tiruchirappalli Junction",15:00,19:20,"4h 20m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56712,,
4441,56714,"Tiruchirapalli Nagore Passenger",Pass,SR,TPJ,"Tiruchirappalli Junction",NCR,Nagore,06:10,10:50,"4h 40m",26,"135 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56713,,
4442,56721,"Madurai Rameswaram Passenger",Pass,SR,MDU,"Madurai Junction",RMM,Rameswaram,00:10,03:45,"3h 35m",8,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56722,,
4443,56722,"Rameswaram Madurai Passenger",Pass,SR,RMM,Rameswaram,MDU,"Madurai Junction",00:05,04:05,"4h 0m",8,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56721,,
4444,56723,"Madurai Rameswaram Passenger",Pass,SR,MDU,"Madurai Junction",RMM,Rameswaram,06:15,10:05,"3h 50m",15,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56722,,
4445,56724,"Rameswaram Madurai Passenger",Pass,SR,RMM,Rameswaram,MDU,"Madurai Junction",05:25,09:20,"3h 55m",15,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56725,,
4446,56725,"Madurai Rameswaram Passenger",Pass,SR,MDU,"Madurai Junction",RMM,Rameswaram,18:15,22:35,"4h 20m",15,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56726,,
4447,56726,"Rameswaram Madurai Passenger",Pass,SR,RMM,Rameswaram,MDU,"Madurai Junction",17:35,21:20,"3h 45m",15,"161 km",SMTWTFS,1,1,1,1,1,1,1,"",0,0,0,0,0,0,0,56725,,
