id,code,name,address,state,zone
1601,CRQ,"Charpokhari Halt","Charpokhari, Bihar",Bihar,ECR
1602,CRR,"Karagola Road","Kargola, Bihar",Bihar,ECR
1603,CRU,Chudawa,"Hingoli, Maharashtra",Maharashtra,SCR
1604,CRV,Chureb,"National Highway 28, Uttar Pradesh","Uttar Pradesh",NER
1605,CRW,Charaud,"National Highway 65, Haryana",Haryana,NWR
1606,CRWA,Chirawa,"SH 13, Rajasthan",Rajasthan,NWR
1607,CRX,Carron,"National Highway 31C, West Bengal","West Bengal",NFR
1608,CRY,Chirayinkeezhu,"Chirayinkeezhu, Kerala",Kerala,SR
1609,CS,"Kannur South","Kannur, Kerala",Kerala,SR
1610,CSA,Chausa,"State Highway 14, Bihar",Bihar,ECR
1611,CSB,"Shivaji Bridge","Connaught Place, Delhi NCT","Delhi NCT",NR
1612,CSDR,Channasandra,"Bengaluru, Karnataka",Karnataka,SWR
1613,CSM,Cansaulim,"Arossim Beach Rd, Goa",Goa,SWR
1614,CSMA,"Chanasma Junction","Chanasma, Gujarat",Gujarat,WR
1615,CSN,"Chalisgaon Junction","Chalisgaon, Maharashtra",Maharashtra,CR
1616,CSR,"Chak Sikandar","Chak Sikander, Bihar",Bihar,ECR
1617,CSTM,"Mumbai CST","Mumbai, Maharashtra",Maharashtra,CR
1618,CSZ,Cossimbazar,"Berhampore, West Bengal","West Bengal",ER
1619,CT,Chittapur,"Chitapur, Karnataka",Karnataka,SCR
1620,CTA,Chitradurg,"Chitradurga, Karnataka",Karnataka,SWR
1621,CTC,Cuttack,"Cuttack, Orissa",Orissa,ECoR
1622,CTD,"Chhota Udepur","Vadodara, Gujarat",Gujarat,WR
1623,CTF,Chitgidda,"Vikarabad, Andhra Pradesh","Andhra Pradesh",SCR
1624,CTH,Chikalthan,"Aurangabad, Maharashtra",Maharashtra,SCR
1625,CTHR,Chitahra,"MDR 11, Madhya Pradesh","Madhya Pradesh",WCR
1626,CTHT,"Chatar Halt","Chatar, Bihar",Bihar,ECR
1627,CTJ,Chhataini,"Awasthi Sadan Rd, Madhya Pradesh","Madhya Pradesh",WCR
1628,CTKT,"Choti Khatu","Degana, Rajasthan",Rajasthan,NWR
1629,CTL,Chital,"SH 34, Gujarat",Gujarat,WR
1630,CTM,Kattangulattur,"Thiruchi-Chennai Hwy, Tamil Nadu","Tamil Nadu",SR
1631,CTND,Chettinad,"Kanadukathan, Tamil Nadu","Tamil Nadu",SR
1632,CTO,Chittoor,"Chittoor, Andhra Pradesh","Andhra Pradesh",SCR
1633,CTPE,"Chandanattop Halt","Kilikkollur, Kerala",Kerala,SR
1634,CTQ,Chetar,"National Highway 75, Jharkhand",Jharkhand,ECR
1635,CTR,Chatra,"Chatra, West Bengal","West Bengal",ER
1636,CTRD,Chitrawad,"Chitravad And Borvav Railway Station, Gujarat",Gujarat,WR
1637,CTRE,Chitteri,"State Highway 61, Tamil Nadu","Tamil Nadu",SR
1638,CTRL,Chhatral,"State Highway 133, Gujarat",Gujarat,WR
1639,CTS,Chattriput,"Jeypore, Orissa",Orissa,ECoR
1640,CTT,Chitrasani,"Chitrasani, Gujarat",Gujarat,NWR
1641,CTTP,"Chitrapur Halt","Uttara Kannada, Karnataka",Karnataka,KR
1642,CTW,Chhintanwala,"Sherpur Sodhian Link Rd, Punjab",Punjab,NR
1643,CTYL,Chityala,"Chityala, Andhra Pradesh","Andhra Pradesh",SCR
1644,CTZ,"Chauntra Bhater","Chauntra Bhater, Himachal Pradesh","Himachal Pradesh",NR
1645,CU,Chagallu,"West Godavari, Andhra Pradesh","Andhra Pradesh",SCR
1646,CUD,Tiruppappuliyur,"Cuddalore, Tamil Nadu","Tamil Nadu",SR
1647,CUE,Choupale,"State Highway 6, Maharashtra",Maharashtra,WR
1648,CUK,Churk,"State Highway 14, Uttar Pradesh","Uttar Pradesh",NCR
1649,CUPJ,"Cuddalore Port Junction","Cuddalore Township, Tamil Nadu","Tamil Nadu",SR
1650,CUR,Churu,"Churu, Rajasthan",Rajasthan,NWR
1651,CUX,Chaura,"State Highway 18, Bihar",Bihar,ECR
1652,CV,Kaveri,"Pallipalayam, Tamil Nadu","Tamil Nadu",SR
1653,CVB,"Cavalry Barracks","Secunderabad, Andhra Pradesh","Andhra Pradesh",SCR
1654,CVD,Chavadipalaiyam,"SH 84, Tamil Nadu","Tamil Nadu",SR
1655,CVJ,Chavaj,"Bharuch, Gujarat",Gujarat,WR
1656,CVP,Kovilpatti,"Kovilpatti, Tamil Nadu","Tamil Nadu",SR
1657,CVR,"Chorvad Road","Gadu, Gujarat",Gujarat,WR
1658,CVV,"Cheruvu Madhavaram","Cheruvu Madhavaram Station, Andhra Pradesh","Andhra Pradesh",SCR
1659,CW,Chainwa,"Siwan, Bihar",Bihar,NER
1660,CWA,"Chhindwara Junction","Chhindwara, Madhya Pradesh","Madhya Pradesh",SECR
1661,CWI,Chondi,"Parbhani, Maharashtra",Maharashtra,SCR
1662,CWLE,Chowrigacha,"Chowrigacha Railway Station, West Bengal","West Bengal",ER
1663,CWN,Charawan,"State Highway 16, Punjab",Punjab,NR
1664,CWR,Chovvara,"Aluva, Kerala",Kerala,SR
1665,CX,Chanol,"State Highway 25, Gujarat",Gujarat,WR
1666,CXA,Chandsara,"Chandsara, Uttar Pradesh","Uttar Pradesh",NR
1667,CYI,Chhayapuri,"NE 1, Gujarat",Gujarat,WR
1668,CYN,Cheriyanad,"Cherianad, Kerala",Kerala,SR
1669,D,Deula,"National Highway 117, West Bengal","West Bengal",ER
1670,DAA,Datia,"Datia, Madhya Pradesh","Madhya Pradesh",NCR
1671,DAB,Dharmabad,"Degaon, Maharashtra",Maharashtra,SCR
1672,DABN,Dhaban,"Sangaria, Rajasthan",Rajasthan,NWR
1673,DAC,"Dahinsara Junction","SH 24, Gujarat",Gujarat,WR
1674,DAD,Devargudda,"Hanumanamatti, Karnataka",Karnataka,SWR
1675,DAE,Dahegaon,"Mumbai Hwy, Maharashtra",Maharashtra,CR
1676,DAG,Dhang,"Bhang, Bihar",Bihar,ECR
1677,DAJ,Duroji,"Bellary, Karnataka",Karnataka,SWR
1678,DAKE,Dakhineswar,"Kolkata, West Bengal","West Bengal",ER
1679,DAL,DaliGanj,"Hasanganj, Uttar Pradesh","Uttar Pradesh",NER
1680,DAM,Dhamora,"NH 24, Uttar Pradesh","Uttar Pradesh",NR
1681,DAN,Dhaneta,"NH 24, Uttar Pradesh","Uttar Pradesh",NR
1682,DAO,Daghora,"Raigarh, Chhattisgarh",Chhattisgarh,SECR
1683,DAP,Dagmagpur,"Dagmagpur, Uttar Pradesh","Uttar Pradesh",NCR
1684,DAPD,Dapodi,"Pune, Maharashtra",Maharashtra,CR
1685,DAQ,"Daud Khan","National Highway 91, Uttar Pradesh","Uttar Pradesh",NCR
1686,DAR,Danwar,"National Highway 91, Uttar Pradesh","Uttar Pradesh",NCR
1687,DARA,Dara,"Dara, Rajasthan",Rajasthan,WCR
1688,DARI,"Dhari Junction","Dhari, Gujarat",Gujarat,WR
1689,DAS,"Dhasa Junction","Dhasa, Gujarat",Gujarat,WR
1690,DAU,Dagru,"Dagru, Punjab",Punjab,NR
1691,DAV,"Devalgaon Avchar","Parbhani, Maharashtra",Maharashtra,SCR
1692,DAVC,"Jalalabad DAV College","Jalalabad, Punjab",Punjab,NR
1693,DAVJ,"D.A.V.C.H. Jalandhar","Jalandhar, Punjab",Punjab,NR
1694,DAVM,Dhanuvachapuram,"Dhanuvachapuram, Kerala",Kerala,SR
1695,DAZ,Azadpur,"Lal Bagh, Delhi NCT","Delhi NCT",NR
1696,DB,"Dabhoi Junction","Dabhoi, Gujarat",Gujarat,WR
1697,DBA,Dabra,"Dabra, Madhya Pradesh","Madhya Pradesh",NCR
1698,DBB,Dhubri,"Dhubri, Assam",Assam,NFR
1699,DBD,Deoband,"Deoband, Uttar Pradesh","Uttar Pradesh",NR
1700,DBEC,"Devbaloda Charoda","Bhilai, Chhattisgarh",Chhattisgarh,SECR
1701,DBF,Dabpal,"Dabpal, Chhattisgarh",Chhattisgarh,?
1702,DBG,"Darbhanga Junction","BIRL.Station Road, Bihar",Bihar,ECR
1703,DBI,"Dabli Rathan","Hanumangarh, Rajasthan",Rajasthan,NWR
1704,DBKA,Dabka,"Amlakhurd, Madhya Pradesh","Madhya Pradesh",SCR
1705,DBL,Dodbele,"National Highway 4, Karnataka",Karnataka,SWR
1706,DBLA,Dabla,"National Highway 79, Rajasthan",Rajasthan,NWR
1707,DBLI,"Debrabandhauli Halt","Debrabandhauli, Bihar",Bihar,ECR
1708,DBM,Dabolim,"Mormugao, Goa",Goa,SWR
1709,DBN,Dhablan,"Gurudwara Ishar Darbar Rd, Punjab",Punjab,NR
1710,DBNR,Dibnapur,"Dibnapur, Uttar Pradesh","Uttar Pradesh",NER
1711,DBO,Dabhoda,"Dabhoda, Gujarat",Gujarat,WR
1712,DBP,Debipur,"Debipur, West Bengal","West Bengal",ER
1713,DBQ,Dhulabari,"State Highway 63, West Bengal","West Bengal",NFR
1714,DBR,Dabhaura,"Dabhaura, Uttar Pradesh","Uttar Pradesh",NCR
1715,DBRG,Dibrugarh,"Dibrugarh, Assam",Assam,NFR
1716,DBRT,"Dibrugarh Town","Dibrugarh, Assam",Assam,NFR
1717,DBS,Dobbspet,"Dobbasapete, Karnataka",Karnataka,SWR
1718,DBSI,Dayabasti,"Zakhira, Delhi NCT","Delhi NCT",NR
1719,DBT,"Dakshin Barasat","Barasat, West Bengal","West Bengal",ER
1720,DBU,Doddaballapur,"Doddaballapur, Karnataka",Karnataka,SWR
1721,DBV,Dabilpur,"Rangareddy, Andhra Pradesh","Andhra Pradesh",SCR
1722,DBY,Digboi,"Tinsukia, Assam",Assam,NFR
1723,DBZ,"Dhing Bazar","Mathaouri Rd, Assam",Assam,NFR
1724,DC,Magudanchavadi,"Magudanchavadi, Tamil Nadu","Tamil Nadu",SR
1725,DCA,Damchara,"Diakkawn Rd, Assam",Assam,NFR
1726,DCK,Dhandhuka,"Dhandhuka, Gujarat",Gujarat,WR
1727,DCP,"Dal Chapra","Girija Bhawan, Bihar",Bihar,NER
1728,DCU,Damalcheruvu,"National Highway 18, Andhra Pradesh","Andhra Pradesh",SCR
1729,DCX,Dhanichha,"National Highway 2, Bihar",Bihar,ECR
1730,DD,"Daund Junction","Railway Hospital Road New Daund, Maharashtra",Maharashtra,CR
1731,DDA,"Duraundha Junction","Ara District, Bihar",Bihar,NER
1732,DDC,"Dum Dum Cantt.","Dum Dum Cantt, West Bengal","West Bengal",ER
1733,DDCE,Dundi,"Dundi, Madhya Pradesh","Madhya Pradesh",WCR
1734,DDD,"Dhondha Dih","MDR 94E, Uttar Pradesh","Uttar Pradesh",NER
1735,DDE,Dondaicha,"Dondaicha, Maharashtra",Maharashtra,WR
1736,DDGA,Dugda,"Dugda, Jharkhand",Jharkhand,ECR
1737,DDJ,"Dum Dum Junction","Kolkata, West Bengal","West Bengal",ER
1738,DDK,Dhindsa,"Dhindsa, Punjab",Punjab,NR
1739,DDL,"Dhandari Kalan","Dhandari Kalan, Punjab",Punjab,NR
1740,DDM,"Dam Dim","National Highway 31, West Bengal","West Bengal",NFR
1741,DDMT,Darimeta,"Narkher, Maharashtra",Maharashtra,CR
1742,DDN,Dehradun,"Dehradun, Uttarakhand",Uttarakhand,NR
1743,DDNA,Dudhaunda,"Aunrihar, Uttar Pradesh","Uttar Pradesh",NER
1744,DDNI,Dudhnoi,"Dudhnoi Railway Station, Assam",Assam,NFR
1745,DDP,Daudpur,"Chhapra, Bihar",Bihar,NER
1746,DDR,"Mumbai Dadar Western","Mumbai, Maharashtra",Maharashtra,WR
1747,DDV,Dadhdevi,"NH 12, Rajasthan",Rajasthan,WCR
1748,DDW,Dudhwa,"Dudwa, Uttar Pradesh","Uttar Pradesh",NER
1749,DDX,Dhamdhamia,"Dhamdhamia, Jharkhand",Jharkhand,ER
1750,DDY,Dudwindi,"Kapurthala, Punjab",Punjab,NR
1751,DEA,Diara,"State Highway 2, West Bengal","West Bengal",ER
1752,DEB,Debagram,"Debagram, West Bengal","West Bengal",ER
1753,DEC,"Delhi Cantt.","Mayapuri Industrial Area Phase II/Lajwanti Garden, Delhi NCT","Delhi NCT",NR
1754,DEE,"Delhi Sarai Rohilla","New Rohtak road, Delhi NCT","Delhi NCT",NR
1755,DEEG,Deeg,"Bharatpur, Rajasthan",Rajasthan,NCR
1756,DEG,Delang,"Khordha, Orissa",Orissa,ECoR
1757,DEHR,"Dehu Road","Dehu, Maharashtra",Maharashtra,CR
1758,DEL,Denduluru,"West Godavari, Andhra Pradesh","Andhra Pradesh",SCR
1759,DELO,Deorakot,"Dewracoat, Uttar Pradesh","Uttar Pradesh",NR
1760,DEMU,Demu,"National Highway 75, Jharkhand",Jharkhand,ECR
1761,DEO,Deokali,"State Highway 90, Uttar Pradesh","Uttar Pradesh",NER
1762,DEOR,Diyodar,"Banaskantha, Gujarat",Gujarat,WR
1763,DEOS,"Deoria Sadar","Deoria, Uttar Pradesh","Uttar Pradesh",NER
1764,DEP,Depalsar,"Churu, Rajasthan",Rajasthan,NWR
1765,DER,Dadri,"Dadri Rd, Uttar Pradesh","Uttar Pradesh",NCR
1766,DES,Desari,"Vaishali, Bihar",Bihar,ECR
1767,DEU,Devsana,"State Highway 133, Gujarat",Gujarat,WR
1768,DEV,Devarayi,"State Highway 34, Karnataka",Karnataka,SWR
1769,DEW,Dewalgaon,"Warsa Rd, Maharashtra",Maharashtra,SECR
1770,DEWA,Dewa,"Dewa, Gujarat",Gujarat,WR
1771,DFR,"Deogan Road","Deogan, Orissa",Orissa,ECoR
1772,DG,"Dindigul Junction","Dindigul, Tamil Nadu","Tamil Nadu",SR
1773,DGA,Dighwara,"06158-281240, Bihar",Bihar,ECR
1774,DGB,"Dindu Gopala Puram Halt","Pundi Rd, Andhra Pradesh","Andhra Pradesh",ECoR
1775,DGBZ,"Dongri Buzurg","State Highway 251, Maharashtra",Maharashtra,SECR
1776,DGD,Dangidhar,"State Highway 14, Madhya Pradesh","Madhya Pradesh",WCR
1777,DGDG,"Durgada Gate","East Godavari, Andhra Pradesh","Andhra Pradesh",SCR
1778,DGG,Dongargarh,"Dongargarh, Chhattisgarh",Chhattisgarh,SECR
1779,DGHA,"Digha Flag Station","State Highway 57, West Bengal","West Bengal",?
1780,DGHR,Deoghar,"Deoghar, Jharkhand",Jharkhand,ER
1781,DGI,Dungri,"NH 8, Gujarat",Gujarat,WR
1782,DGJ,"Dungar Junction","Dungar, Gujarat",Gujarat,WR
1783,DGLE,"Dhulian Ganga","National Highway 34, West Bengal","West Bengal",ER
1784,DGN,Dongargaon,"Borgaon, Madhya Pradesh","Madhya Pradesh",CR
1785,DGNH,"Dergaon Halt",,,?
1786,DGNR,Durganagar,"Kolkata, West Bengal","West Bengal",ER
1787,DGO,Durgauti,"Distt Kaimur, Bihar",Bihar,ECR
1788,DGPP,"Dhengli Pimpalgaon","Satuna, Maharashtra",Maharashtra,SCR
1789,DGQ,Dugdol,"Dhanera, Gujarat",Gujarat,NWR
1790,DGR,Durgapur,"Durgapur, West Bengal","West Bengal",ER
1791,DGS,Dagori,"Bilaspur, Chhattisgarh",Chhattisgarh,SECR
1792,DGT,Dhulghat,"Amlakhurd, Maharashtra",Maharashtra,SCR
1793,DGU,Digaru,"Digaru, Assam",Assam,NFR
1794,DGW,Dhigawara,"Baswa, Rajasthan",Rajasthan,NWR
1795,DGX,Dagaon,"Mathaouri Rd, Assam",Assam,NFR
1796,DH,"Diamond Harbour","Diamond Harbour, West Bengal","West Bengal",ER
1797,DHA,Dheena,"Dheena, Uttar Pradesh","Uttar Pradesh",ECR
1798,DHAE,Dainhat,"Daihaat Rd, West Bengal","West Bengal",ER
1799,DHCA,"Dhaca Cantt.","Dhaka, Bangladesh",Bangladesh,?
1800,DHD,Dahod,"Dahod, Gujarat",Gujarat,WR
1801,DHE,Dodhi,"Dodhi, Uttar Pradesh","Uttar Pradesh",NER
1802,DHG,Dhrangadhra,"Dhrangadhra, Gujarat",Gujarat,WR
1803,DHH,Dinhata,"Dinhata, West Bengal","West Bengal",NFR
1804,DHI,Dhule,"Dhule, Maharashtra",Maharashtra,CR
1805,DHJ,Dhinoj,"Dhinoj, Gujarat",Gujarat,WR
1806,DHK,Dhakuria,"Kolkata, West Bengal","West Bengal",ER
1807,DHKR,"Dhoda Khedi","MDR 116, Haryana",Haryana,NR
1808,DHL,Devanhalli,"Near Bellary Road Bangalore Rural Dt., Karnataka",Karnataka,SWR
1809,DHLI,Dethli,"State Highway 19, Gujarat",Gujarat,WR
1810,DHMZ,"Dhola Mazra","NH 1, Haryana",Haryana,NR
1811,DHN,"Dhanbad Junction","Dhanbad, Jharkhand",Jharkhand,ECR
1812,DHNA,Dhachna,"National Highway 34, Bihar",Bihar,NFR
1813,DHND,Dhinda,"MDR 59, Rajasthan",Rajasthan,NWR
1814,DHNE,"Dhone Junction","Dhone, Andhra Pradesh","Andhra Pradesh",SCR
1815,DHNR,"Dhanora Deccan","Kinwat, Maharashtra",Maharashtra,SCR
1816,DHO,Dhaulpur,"Dholpur, Rajasthan",Rajasthan,NCR
1817,DHP,Dichpalli,"Dichpalli, Andhra Pradesh","Andhra Pradesh",SCR
1818,DHPD,"Dhapara Dham","National Highway 34, West Bengal","West Bengal",ER
1819,DHPR,Dappar,"National Highway 22, Punjab",Punjab,NR
1820,DHQ,Dharakhoh,"Betul, Madhya Pradesh","Madhya Pradesh",CR
1821,DHR,Dharnaoda,"Dharnawada, Rajasthan",Rajasthan,WCR
1822,DHRJ,Dhirganj,"State Highway 9, Uttar Pradesh","Uttar Pradesh",NR
1823,DHRN,Dhurana,"Panipat, Haryana",Haryana,NR
1824,DHRR,Dhirera,"Bikaner, Rajasthan",Rajasthan,NWR
1825,DHRY,Dhalpukhuri,"Hojai Rd, Assam",Assam,NFR
1826,DHS,Dhavalas,"State Highway 77, Maharashtra",Maharashtra,CR
1827,DHT,"Dhamara Ghat","Bihar, Bihar",Bihar,ECR
1828,DHU,Dhubulia,"Nadia, West Bengal","West Bengal",ER
1829,DHW,Dhariwal,"Dhariwal, Punjab",Punjab,NR
1830,DHY,Dharodi,"MDR 111, Haryana",Haryana,NR
1831,DI,Dombivli,"Dombivli, Maharashtra",Maharashtra,CR
1832,DIA,Didwana,"Didwana, Rajasthan",Rajasthan,NWR
1833,DIB,Dibai,"Dibai, Uttar Pradesh","Uttar Pradesh",NR
1834,DIBL,"Dholi Bhal","Rayaka, Gujarat",Gujarat,WR
1835,DIC,Dahisar,"Mumbai, Maharashtra",Maharashtra,WR
1836,DIG,Duggirala,"Duggirala, Andhra Pradesh","Andhra Pradesh",SCR
1837,DIH,Dharuadihi,"SH 24, Orissa",Orissa,SER
1838,DIL,Dilawarnagar,"SH 25, Uttar Pradesh","Uttar Pradesh",NR
1839,DING,Ding,"Sirsa, Haryana",Haryana,NWR
1840,DINR,"Divine Nagar","Thrissur, Kerala",Kerala,SR
1841,DIP,Dipore,"State Highway 243, Maharashtra",Maharashtra,CR
1842,DIR,"Dhanapur Orissa","National Highway 43, Orissa",Orissa,ECoR
1843,DISA,Disa,"Disa, Gujarat",Gujarat,WR
1844,DIU,Dhing,"National Highway 37, Assam",Assam,NFR
1845,DIVA,Diva,"Thane, Maharashtra",Maharashtra,CR
1846,DIW,Dhilwan,"Dhilwan, Punjab",Punjab,NR
1847,DJ,Darjeeling,"Darjeeling, West Bengal","West Bengal",NFR
1848,DJA,Daotuhaja,"National Highway 54, Assam",Assam,NFR
1849,DJD,"Didarganj Road","MDR 97E, Uttar Pradesh","Uttar Pradesh",NER
1850,DJG,Duliajan,"Duliajan, Assam",Assam,NFR
1851,DJI,Dhoraji,"Dhoraji, Gujarat",Gujarat,WR
1852,DJKR,"Dolaji Ka Khera","Pali, Rajasthan",Rajasthan,NWR
1853,DJL,"Dodajala Lake","Hosur Road., Karnataka",Karnataka,SWR
1854,DJRZ,"To Darjeeling","Darjeeling, West Bengal","West Bengal",NFR
1855,DJS,"Dhurani Jwas Halt","Lakhisarai, Bihar",Bihar,ECR
1856,DJX,Dungripadi,"National Highway 201, Orissa",Orissa,ECoR
1857,DK,Dakor,,,WR
1858,DKAE,Dankuni,"Station Pally, West Bengal","West Bengal",ER
1859,DKBJ,"Dahar Ka Balaji","Jaipur, Rajasthan",Rajasthan,NWR
1860,DKC,Devarkadre,"Devarkadra, Andhra Pradesh","Andhra Pradesh",SCR
1861,DKD,Donakonda,"Prakasam, Andhra Pradesh","Andhra Pradesh",SCR
1862,DKDE,Dankaur,"Bulandshahr, Uttar Pradesh","Uttar Pradesh",NCR
1863,DKDP,"Dakshin Durgapur","Dakshin Durgapur, West Bengal","West Bengal",ER
1864,DKE,Dihakho,"Diakkawn Rd, Assam",Assam,NFR
1865,DKI,Dharmkundi,"Hoshangabad, Madhya Pradesh","Madhya Pradesh",WCR
1866,DKJ,"Dornakal Junction","Garla, Andhra Pradesh","Andhra Pradesh",SCR
1867,DKLU,Doikallu,"State Highway 6, Orissa",Orissa,ECoR
1868,DKM,Dikom,"A T Rd, Assam",Assam,NFR
1869,DKN,Devangonthi,"Saukya Rd, Karnataka",Karnataka,SWR
1870,DKNT,"Dakaniya Talav","Kota, Rajasthan",Rajasthan,WCR
1871,DKO,"Devakottai Road","NH 210, Tamil Nadu","Tamil Nadu",SR
1872,DKQ,"Dhani Kasar","Kasar, Rajasthan",Rajasthan,WCR
1873,DKRA,Dhuankheri,"Bhawani Mandi, Madhya Pradesh","Madhya Pradesh",WCR
1874,DKS,Darekasa,"Gondia, Maharashtra",Maharashtra,SECR
1875,DKT,Dhulkot,"Ambala City, Haryana",Haryana,NR
1876,DKU,"Dumri Khurd","Dumri Khurd, Maharashtra",Maharashtra,SECR
1877,DKUR,Dokur,"National Highway 7, Andhra Pradesh","Andhra Pradesh",SCR
1878,DKWA,Dokwa,"National Highway 65, Rajasthan",Rajasthan,NWR
1879,DKX,Dudhwakhara,"National Highway 65, Rajasthan",Rajasthan,NWR
1880,DKY,Dhoki,"Dhoki Town, Maharashtra",Maharashtra,CR
1881,DKZ,"Delhi KishanGanj","Sarai Rohilla, Delhi NCT","Delhi NCT",NR
1882,DL,Daladi,"Daladi, Gujarat",Gujarat,WR
1883,DLB,Daulatabad,"Maharashtra., Maharashtra",Maharashtra,SCR
1884,DLC,Dalmera,"Bikaner, Rajasthan",Rajasthan,NWR
1885,DLCR,Dullabcherra,"Anipur Nivia Rd, Assam",Assam,NFR
1886,DLD,Dalauda,"Dalauda, Madhya Pradesh","Madhya Pradesh",WR
1887,DLDE,Daldali,"Diphu, Assam",Assam,NFR
1888,DLF,Dalan,"State Highway 62, Bihar",Bihar,NFR
1889,DLGN,Dhalgaon,"Jath Rd, Maharashtra",Maharashtra,CR
1890,DLI,"Old Delhi","Shyama Prasad Mukherji Marg, Delhi NCT","Delhi NCT",NR
1891,DLJ,"Dhola Junction","Dhola, Gujarat",Gujarat,WR
1892,DLK,Dalkolha,"Dalkola, West Bengal","West Bengal",NFR
1893,DLMH,Dhaulimuhan,"Khordha, Orissa",Orissa,ECoR
1894,DLN,"Dildarnagar Junction","JunctionPoint - Ghazipur, Uttar Pradesh","Uttar Pradesh",ECR
1895,DLO,Dalgaon,"Birpara, West Bengal","West Bengal",NFR
1896,DLP,Dalpatpur,"NH-24, Uttar Pradesh","Uttar Pradesh",NR
1897,DLPH,"Daulatpur Hat","Pundari, West Bengal","West Bengal",NFR
1898,DLPI,Indrapuri,"Delhi Cantonment, Delhi NCT","Delhi NCT",NR
1899,DLPT,Dulakhapatna,"Sankhula Rd, Orissa",Orissa,ECoR
1900,DLQ,Dalelnagar,"SH 25, Uttar Pradesh","Uttar Pradesh",NR
1901,DLR,Dullahapur,"SH 67, Uttar Pradesh","Uttar Pradesh",NER
1902,DLSR,"Dalhousie Road",,,?
1903,DLW,Dilwa,"National Highway 31, Bihar",Bihar,ECR
1904,DLX,Dalimgaon,"Dhankoil to Dalimgaoun, West Bengal","West Bengal",NFR
1905,DLZ,Dholbaja,"Forbesganj, Bihar",Bihar,NFR
1906,DMA,"Damodar Junction","Bardhaman, West Bengal","West Bengal",SER
1907,DMBR,"Dumri Bihar",,,ECR
1908,DMCA,Damaracherla,"Damarcherla, Andhra Pradesh","Andhra Pradesh",SCR
1909,DMD,Dharmadam,"Kannur District, Kerala",Kerala,SR
1910,DME,Damnagar,"Damnagar, Gujarat",Gujarat,WR
1911,DMF,Dumerta,"Rourkela, Orissa",Orissa,SER
1912,DMG,Domingarh,"Gorakhpur, Uttar Pradesh","Uttar Pradesh",NER
1913,DMGN,Dhamalgaon,"A T Rd, Assam",Assam,NFR
1914,DMH,"Dauram Madhepura","Madhepura, Bihar",Bihar,ECR
1915,DMJ,Dharmaj,"State Highway 6, Gujarat",Gujarat,WR
1916,DMK,Dilmili,"National Highway 16, Chhattisgarh",Chhattisgarh,ECoR
1917,DML,Dharamtul,"Dharamtul, Assam",Assam,NFR
1918,DMLE,Dumurdaha,"Dumurdahadham, West Bengal","West Bengal",ER
1919,DMM,"Dharmavaram Junction","Dharmavaram, Andhra Pradesh","Andhra Pradesh",SCR
1920,DMN,Dhamangaon,"Dhamangaon, Maharashtra",Maharashtra,CR
1921,DMNJ,Damanjodi,"Damanjodi, Orissa",Orissa,ECoR
1922,DMO,Damoh,"Damoh, Madhya Pradesh","Madhya Pradesh",WCR
1923,DMP,"Dharampur Himachal","Dharampur, Himachal Pradesh","Himachal Pradesh",NR
1924,DMPR,Dharampur,"National Highway 93, Uttar Pradesh","Uttar Pradesh",NR
1925,DMR,Dharmanagar,"Dharmanagar, Tripura",Tripura,NFR
1926,DMRT,Dumuriput,"Dumuriput, Orissa",Orissa,?
1927,DMRX,"Dumri Halt","National Highway 80, Bihar",Bihar,ECR
1928,DMT,Diguvametta,"Rayalaseema Region, Andhra Pradesh","Andhra Pradesh",SCR
1929,DMU,Dhamua,"Sherpur Dhamua Rd, West Bengal","West Bengal",ER
1930,DMV,Dimapur,"Dimapur, Nagaland",Nagaland,NFR
1931,DMW,"Dalmau Junction","Dalmau, Uttar Pradesh","Uttar Pradesh",NR
1932,DMYA,Damoy,"State Highway 11, Madhya Pradesh","Madhya Pradesh",WCR
1933,DMZ,Dumdangi,"Haftia Rd, West Bengal","West Bengal",NFR
1934,DN,Dhanari,"State Highway 39, Uttar Pradesh","Uttar Pradesh",NR
1935,DNA,"Degana Junction","Degana, Rajasthan",Rajasthan,NWR
1936,DND,Dandupur,"Delhupur, Uttar Pradesh","Uttar Pradesh",NR
1937,DNDI,Dhondi,"State Highway 148, Maharashtra",Maharashtra,SCR
1938,DNDL,"Dandi Mal","Indipur, Orissa",Orissa,ECoR
1939,DNE,Dhamni,"Hingoli, Maharashtra",Maharashtra,SCR
1940,DNEA,Danea,,,ECR
1941,DNGD,Dungarda,"Gujarat, Gujarat",Gujarat,WR
1942,DNHK,"Dhindora Hukmikhera","Dhindhora, Rajasthan",Rajasthan,WCR
1943,DNHL,Dhaniakhali,"Chunchura-Dhaniakali Rd, West Bengal","West Bengal",ER
1944,DNJ,Daundaj,"Indraprastha Rd, Maharashtra",Maharashtra,CR
1945,DNK,Dhanakya,"Jaipur, Rajasthan",Rajasthan,NWR
1946,DNKL,Dhenkanal,"Dhenkanal, Orissa",Orissa,ECoR
1947,DNL,Dhanoli,"Amgaon, Maharashtra",Maharashtra,SECR
1948,DNM,Dhanmandal,"Dhanmanda, Orissa",Orissa,ECoR
1949,DNN,"Dina Nagar","Dinanagar, Punjab",Punjab,NR
1950,DNPR,Dhanpura,"State Highway 133, Gujarat",Gujarat,WR
1951,DNQ,Dandkhora,"National Highway 81, Bihar",Bihar,NFR
